text,label
"With plastic sheets, Japan's convenience stores target social distancing.",0
"Closing the tobacco loophole would save Missouri taxpayers $50,000,000",0
"We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.",0
Source confirmed in Legionnaires’ outbreak at Atlanta hotel.,0
"Heroic nurses need full protection against coronavirus, association says.",0
Study Shows SAMe May Ease Depression,1
First embryo gene-repair holds promise for inherited disease.,0
NE Alabama hepatitis A outbreak grows.,0
Coronavirus can spread one to three days before symptoms appear: CDC study.,0
New vaccine strategy better protects high-risk cancer patients from flu,1
US Sen. Reed says bill will help prevent veteran suicides.,0
"Clinics awarded grants to help uninsured, underinsured.",0
Shooting poses Virginia governor’s first test since scandal.,0
Less common flu strain prominent this year in Virginia.,0
An autumn 2018 outbreak of E. coli linked to romaine lettuce was caused by a decision by President Trump to reverse existing rules on agricultural water inspection.,1
Americans are immune to the Zika virus.,1
Baby carrots are made from deformed full-sized carrots that have been soaked in chlorine.,1
"Forwarding an e-mail message will help Amy Bruce, a 7-year-old girl dying of lung cancer and a brain tumor.",1
"""Sebastian Gorka Says Jake Tapper said Allahu Akbar was a """"beautiful phrase"""" after a terrorist attack in New York.""",1
"If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.",1
Over 81 percent of the babies that are born at LBJ Hospital right here in Houston are born of women who are not here legally.,1
Treating dementia with the healing waves of sound,1
Ultrasound may cut deaths in high-risk pregnancies,0
A school district in Utah included a template letter to send home if a student or staff member died after reopening amid the COVID-19 pandemic.,1
"""A """"March to End COVID-19"""" was held in Cleveland, Ohio.""",1
Scientists have officially declared the Great Barrier Reef to be dead.,1
"""Jerry Jones Says it’s """"absurd"""" to say there’s enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.""",1
"""Erick Erickson Says Donald Trump """"has supported a Canadian-style universal health care system.""",0
"Weight loss plus vitamin D reduces inflammation linked to cancer, chronic disease",0
"More women in poor countries use contraception, says report.",0
“My mask will keep someone else safe and their mask will keep me safe.”,0
A Portable Glow to Help Melt Those Winter Blues,1
"Starbucks refused free product to Marines serving in Iraq, saying the company didn't support the war or anyone taking part in it.",1
"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",0
"Lamont overrules official, wants more vaccine data released.",0
"""Donald Trump Says of the GOP health care proposal, """"pre-existing conditions are in the bill.""",1
"""Planned Parenthood is """"the only health care that a significant number of women get. About 30 percent of women, that's their health care.""",1
Facebook post Says President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.,1
"""Women and doctors meet to determine whether to """"execute"""" newborn babies.""",1
Doctors screen for cervical cancer too often: study,0
"""Psychologist B. F. Skinner raised his own daughter in a """"Skinner box""""; as a result, she grew up psychologically damaged, sued her father, and committed suicide.""",1
Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,1
Quick fix for nearsightedness; 20-minute operation adds a permanent contact lens for instant vision upgrade,1
"""In May 2018, President Donald Trump established a """"religious office"""" to give religious groups a """"voice in government.""",0
Federal officials confirmed that the CDC “sent states tainted lab test kits in early February that were themselves seeded with the virus.”,1
Oak-killing fungus spreads to more places in New York.,0
Breakthrough asthma treatment,1
Rejected medical marijuana grower applicant sues Missouri.,0
212 at Nebraska meat plant test positive for COVID-19.,0
A Genentech Eye Treatment Is Found to Help Prevent Vision Loss in Diabetics,0
“QAnon violence! There is none.”,1
FDA warns of breathing risks with popular nerve drugs.,0
"""Peter Courtney Says, """"Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness.""",0
"""The Obama administration said """"they were going to be able to drive folks away from one of the most expensive areas for the provision of health care, and that is the emergency rooms. In fact, they did just the opposite.""",0
Mild form of bird flu found in Minnesota turkey flock.,0
"If someone with the new coronavirus sneezes, it travels about 10 feet before it drops to the ground and is no longer airborne.",1
The Food and Drug Administration has halted all food inspections due to the federal government shutdown.,1
"""Hillary Clinton Says Donald Trump supports """"an agenda out there"""" to privatize the Veterans Affairs health care system.""",1
Researcher Judy Mikovits was thrown in jail after she refused to discredit research that led to the discovery that deadly retroviruses have been transmitted through vaccines.,1
Dorian’s floodwaters trap people in attics in North Carolina.,0
I still live in the same working-class neighborhood I grew up in.,0
Anti-smoking pill may help curb drinking,1
Royal Botanic Garden seeks respect for world’s fungus.,0
"As Spain readies euthanasia law, dying sclerosis victim senses hope.",0
"The characteristics of stereotypical millennial liberals make them less competitive, because they are in discord with the natural world.",1
"""David Plouffe Says """"Donald Trump himself contributed $100,000"""" to the Clinton Foundation.""",0
"Sea defeats body, not spirit, of swimmer, 61.",0
Health reform's grand experiment: Will it play in Peoria?.,0
"GOP Congress rolls back rules on hunting, broadband privacy.",0
“The CDC tried to develop clear guidelines about what the stages of re-opening should look like — the administration delayed and scaled them back.,0
State Health Department calls for requiring outbreak plan.,0
Peanut oil is secretly present in childhood vaccines and flu shots.,1
"""Ann Kuster turned """"a blind eye to those in need of funding"""" by voting """"against funding for our nation’s veterans, low-income women and children, the FDA and the National Institutes of Health.""",1
Folic acid might be losing its sheen,0
Oklahoma follows national trend in increase in sex diseases.,0
"""Gavin Newsom Says Indiana Gov. Mike Pence """"advocated diverting taxpayer dollars to so-called conversion therapy.""",1
Family history leads Kentucky candidates to different places.,0
Americans unlikely to move to get better Medicaid benefits: study.,0
"Mark Zuckerberg admitted or bragged that Facebook banned pro-life advertising, in particular, during Ireland's 2018 abortion-referendum campaign. ",1
The state that has the highest per capita number of … guns that end up committing crimes in New York come from Vermont.,1
Summer camp is newest front in battle with measles outbreak.,0
"Bloomberg health plan aims to lower costs, cover more people.",0
"Georgia's House Bill 481 would, when implemented, leave women open to prosecution for criminal abortion, murder, or second-degree murder for having abortions or miscarriages.",1
"Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month",1
Health officials: It’s time to give flu vaccine another shot.,0
Spain acts to prevent layoffs as rising coronavirus death toll stabilises.,0
New Zealand plans spending spree to counter virus job losses.,0
"""The five Guantanamo detainees swapped for Bowe Bergdahl """"are right now back on the battlefield.""",1
You’ve Got Mail About Quitting Smoking,0
"In September 2020, Dr. Li-Meng Yan, a former post-doctoral student at Hong Kong University, appeared In multiple televised interviews claiming that she had proof SARS-CoV-2, the virus that causes COVID-19, was manufactured by the Chinese Communist Party in a Wuhan Lab. ",0
Karen Pence: ‘It’s OK to not be OK’ during pandemic.,0
A photograph shows a small car loaded down with hundreds of pounds of lumber and other building supplies.,0
The Social Security disability fund is going belly up in 2016.,0
"Booker urges activists, leaders to heed social justice call.",0
"""Barack Obama Says Donald Trump's foundation """"took money other people gave to his charity and then bought a six-foot-tall painting of himself.""",0
Trump backing off banning vaping flavors popular with teens.,0
Measles outbreak that sickened 312 in Rockland declared over.,0
"Genetic tests for psychiatric drugs spur hope, doubts",0
"As the usage [of synthetic marijuana] has dramatically increased, instances of violence, bodily harm and even death have risen with it.",0
Safe form of estrogen helped Multiple Sclerosis patients avoid relapses in UCLA led clinical trial,1
Miracle cures? UK investigators go after fake coronavirus medicines.,0
"Weekly fish consumption linked to better sleep, higher IQ",1
France's Carmat implants its first artificial heart in human.,0
Blood Test May Spot Alzheimer’s Before Symptoms Appear,0
Marisa Tomei opens up about her struggle with chronic dry eye,1
There are countries in Africa where they have higher vaccination rates than here in the United States.,0
"More than 400 car crashes occur each year on the current, congested Columbia River Bridge.",1
Flint hospital wants hearing on order over Legionella risks.,0
Coronavirus cluster in Japan's Nagoya tied to elderly day care center.,0
New lab trains welfare workers who probe child abuse claims.,0
A customer discovered a deceased and discarded baby in a Kentucky Walmart's discount DVD bin.,1
“There is no science or data to suggest that kids are at risk from COVID.”,1
General Beauregard Lee Says he predicts the weather better than Punxsutawney Phil.,0
UK group calls for grounded planes to be used as intensive care wards.,0
Lower-cost biotech drug gets thumbs up from FDA panel.,0
Heart study: Most angioplasties not needed,0
Unions don’t have to comply with Obamacare.,1
"""In September 2017, authorities in Houston, Texas warned residents to use gas masks as they sprayed the area with a neurotoxic insecticide that """"causes brain damage"""".""",1
 Mattel is releasing “Public Assistance Barbie” for the holidays. ,1
2 cases of meningococcal disease detected in Boston.,0
No questions about reproductive rights at Democratic debate.,0
"The real-life Lone Ranger was a black man, a freed slave named Bass Reeves.",1
Blood Thinners May Also Protect Brains of A-Fib Patients,1
"From dance to treadmills, exercise may aid Parkinson’s Disease",1
Medicare spending triggers new funding proposal.,0
Pesticide criticized in bee deaths could also kill birds.,0
Takeaways from the Democratic presidential debate.,0
Three in four low-income workers don’t have any paid sick days available.,0
"""London sanitation show aims to make """"poo"""" hot topic.""",0
"The same crying woman appears in photos taken at the scenes of massacres in Sandy Hook, Aurora, Boston, Oregon, Paris, and Manchester.",1
"The United States accounts for four percent of the world's population, and 25 percent of global COVID-19 deaths.",0
“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,1
Rick Perry Says there have been 50 million abortions since Roe v. Wade was decided.,0
"Eighth, final medical marijuana dispensary opening in ND.",0
State to consider 6 conditions to treat with medical pot.,0
Trump: 'Going to be a lot of death' in U.S. next week from coronavirus.,0
Working long hours? Watch out for your heart.,0
Pembrolizumab shows promise in treatment of mesothelioma,1
Study Suggests Osteoporosis Drug Might Treat Loss of Bone in Jaw,1
"South Korea reports fewer than 50 new infections, earning WHO praise.",0
Implanted Heart Devices Have ‘Real-World’ Benefits: Study,1
"We’re above 800 million Muslims radicalized, more than half the Muslims on Earth That’s not a minority. That’s now a majority.",1
Sharia law has been established in a jurisdiction in Texas.,1
"""On immigration, """"the president said 22 times, 22 times, that he couldn't do what he eventually did.""",0
Sanders Institute gathering a pep rally for liberal ideas.,0
"More than 50 people contracted herpes from drinking bathwater sold to them by the Instagram star Belle Delphine, in July 2019. ",1
The Case for Universal Cholesterol Screening in Kids,1
Seven women died despite being treated at Glen Eagles (or Gleneagles) Hospital after inhaling perfume samples they received in the mail.,1
Study shows Europe's alcohol-linked cancer burden.,0
"U.S. vaping-related deaths rise to 12, illnesses climb to 805.",0
New ALS drug Radicava comes with new questions as well,1
Asparagus has miraculous cancer-fighting properties.,1
Flu blamed for death of another child in Washington state.,0
"""Americas PAC Says Tammy Baldwin was told by a whistleblower about """"overmedicated veterans,"""" she made """"deadly mistakes"""" and """"three veterans died"""" at the Tomah VA hospital.""",1
"""There was no real scientific basis for believing that"""" social distancing would be necessary, """"since it had never been studied.""",1
"""Tom Graves Says President Barack Obama """"has amended, delayed, or repealed 19 components of his very own (health care) law.""",1
"""EMILY's List Says Jeb Bush """"once held $1 million in family planning grants hostage until the programs receiving the money agreed not to discuss birth control at all.""",1
"The night Jeffrey Epstein died, cameras malfunctioned inexplicably in parts of Metropolitical Correctional Center (MCC).",1
A 19-year-old college student in Kenya purposefully infected 324 men with human immunodeficiency virus in an act of revenge.,1
Menthol shaving cream or shaving foam is beneficial for sunburned skin.,1
"""No one was taken into custody"""" for feeding the homeless.""",0
"""Researchers at the Russian Institute for Medical Science discovered a new vaccine that may """"prevent"""" or """"cure"""" homosexuality in humans.""",1
"""The CDC has proposed a new rule enabling the agency to """"apprehend and detain anyone, anywhere, at any time, without Due Process or any right of appeal"""" and """"administer forced vaccinations.""",1
"""Donald Trump Says Hillary Clinton """"wants to essentially abolish the Second Amendment.""",1
"""Wisconsin's Lincoln Hills youth prison has a """"66 percent recidivism rate,"""" while """"states like Missouri, that have more of a regional model -- 8 percent.""",1
" This is a YouTube video that is circulating the Internet allegedly by a 15 year old girl called Amanda Todd.   She tells how someone on the Internet coaxed her into flashing her chest in a webcam session and how the events that followed led to depression, addiction and her suicide. ",0
"“In some of these other states, some of their deaths can be attributable to the fact that they were having a hard time getting an ICU bed or a ventilator to a patient.”",1
A hidden provision in Obamacare taxes sporting goods as medical devices.,1
Gene-Targeted Cancer Fix Could Be a Breakthrough,1
Third Illinois resident dies of vaping-related lung damage.,0
"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.",0
Ecstasy as PTSD Relief for Soldiers: ‘I Was Able to Forgive Myself’,0
"""California’s marijuana legalization initiative, Prop. 64 """"allows marijuana smoking ads in prime time, on programs with millions of children and teenage viewers.""",1
Wendy Williams to take health-related break from TV show.,0
"""Fulton County has successfully reduced the number of pregnancies"""" among 15- to 19-year-olds.""",0
Democrats release climate plans ahead of town hall spotlight.,0
"Emboldened by election, Texas Republicans kill Medicaid funding for kids with disabilities.",1
Lifetime movie ‘Flint’ dramatizes city’s water crisis.,0
"U.S. death toll spirals amid rush to build field hospitals, find supplies.",0
I campaigned on (the proposals in the budget repair bill for Wisconsin) all throughout the election. Anybody who says they are shocked on this has been asleep for the past two years.,1
'Holy grail' of breast cancer prevention in high-risk women may be in sight,1
"Facebook post Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",1
Muslims assaulted a Denny's waitress for serving bacon during the holy month of Ramadan.,1
Thirteen Felician sisters from one convent died from COVID-19.,0
'Healthier' chocolates gives U.S. cocoa demand a shot in the arm.,0
A letter highlighting fallacies in Biblical anti-homosexuality arguments was sent to radio personality Dr. Laura Schlessinger.,0
President Trump signed an Executive Order banning childhood vaccinations for 90 days.,1
Joe Biden's son Hunter was dishonorably discharged from the Navy for cocaine use.,1
"'Sailors do not need to die,' warns captain of coronavirus-hit U.S. aircraft carrier.",0
Health study related to chemical at Pease will go ahead.,0
"""Due to the war in Iraq, """"4,400 Americans are dead, 30,000 severely wounded and more than 100,000 are suffering from serious health problems related to post traumatic stress syndrome.""",1
China approves bird flu vaccine for humans.,0
Tony-winner and women’s health advocate Phyllis Newman dies.,0
Blood injections may help chronic “tennis elbow”,1
A new disease outbreak caused by the hantavirus has been detected in China.,1
"""Assertions that it makes no difference whether children are raised by heterosexual or homosexual parents have been """"shattered by the latest and best social science and research.""",1
"Low-carb, low-calorie diets can both result in weight loss",1
"""Blogger Says China """"stole Coronavirus from Canada and weaponized it into a Bioweapon.""",1
The stimulus has not created one private sector job.,1
"Search on for 1,276 now missing after California's deadliest wildfire.",0
The United States Department of Defense posted a commemoration of the Battle of the Bulge on social media — written from the perspective of the Nazis.,0
"Hungary prolongs coronavirus lockdown indefinitely as infections near 1,000.",0
A woman in Brazil contracted HIV during a manicure.,0
The Social Security Administration (SSA) and Department of Homeland Security (DHS) are buying arms as preparation for civil unrest. ,1
"""Affordable Care Act 2019 premiums """"are far lower than they would have been under the previous administration ... because we're managing it very, very carefully.""",1
This Test Can Determine Whether You've Outgrown A Food Allergy,0
"UK virus outbreak 'probably' peaking, but too soon to ease lockdown.",0
“President Trump marshalled the full resources of our federal government from the outset. He directed us to forge a seamless partnership with governors across America in both political parties.”,1
Tire company gives $5M to protect land around Bayou Pierre.,0
"""Facebook post Says President Barack Obama """"signed the medical appliance tax bill that forced companies to outsource manufacturing of masks, gowns, gloves and ventilaors [sic] to China, Europe and Russia to avoid the tax.”""",1
J&J agrees to pay about $1 billion to resolve hip implant lawsuits: Bloomberg.,0
"""When White House communications director Anita Dunn said that Mao Tse-tung was """"one of her favorite philosophers, only Fox News picked that up.""",1
"In border camps, Syrians rely on doctors in trucks and tents.",0
Grand Forks outbreak has other North Dakota plants on alert.,0
Renewed battle over using fetal tissue in medical research.,0
Spinal Fluid Test May Diagnose Alzheimer’s,1
"Production of the flu shot caused the influenza virus to mutate into a more virulent strain, driving the deadly 2017-2018 flu season.",1
New Real-World Study Finds Long-Term XARELTO® (rivaroxaban) Use Resulted in Fewer Strokes and Systemic Emboli Compared to Warfarin in Frail Patients with Non-Valvular Atrial Fibrillation,1
"Experimental drug cuts rare, lethal cholesterol levels in patients",0
A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,1
WWF says it did not push for rhino relocation process where 11 died.,0
"Undocumented immigrants have killed 63,000 U.S. citizens since 11 September 2001.",1
"Japan PM visits flood disaster zone, promises help as new warnings issued.",0
"Americans say they're creatures of simple, solo exercise habits.",0
An investigation has proven the presence of feces in Starbucks beverages.,1
"Respect for science in jeopardy in polarized U.S., Nobel winners say.",0
Officials: Maine sees decrease in Lyme disease cases.,0
Common plastics chemical linked to heart problems.,0
Chronic wasting disease found in 2-deer Douglas County herd.,0
'Game-changing' immunotherapy doubles head and neck cancer survival,1
Study finds air pollution reaches placenta during pregnancy.,0
Now it’s official: FDA announced that vaccines are causing autism.,1
"""Multnomah County’s food action plan """"clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.""",1
Is Ohio in play? GOP tilt working against Democrats.,0
"Thailand hit by African Horse Sickness, killing over 100 horses.",0
Walt Disney received a dishonorable discharge from the military during World War I.,1
"""Toothpaste contains """"the poison substance of fluoride.""",1
Chocolate May Cut Women’s Stroke Risk,1
“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”,1
More teens undergoing weight-loss surgery,1
Swarm of sea urchins wreaks destruction on US West Coast.,0
Oklahoma City mulls vote on MAPS 4 sales tax extension.,0
"Loch Ness monster might just be a giant eel, say scientists.",0
New Tools for Helping Heart Patients,1
First flu death of season recorded in Utah.,0
Facebook post Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”,1
Samoa ends measles state of emergency as infection rate slows.,0
An Atlanta police officer killed a baby following a breastfeeding dispute with the child's mother.,1
"China reclassifies dogs as pets, not livestock, in post-virus regulatory push.",0
State public health care plan clears Washington House.,0
"""The obituary for David W. Nagy blamed his death on U.S. President Trump, Texas Gov. Greg Abbott, and """"other politicians who did not take this pandemic seriously.""",0
"""Climate change is """"directly related"""" to the growth of terrorism.""",1
New research ranks the effectiveness of nonsurgical treatments for knee osteoarthritis,1
What’s so bad about processed foods? Scientists offer clues.,0
"During World War II, George Soros was a member of the SS (a Nazi paramilitary organization) or a Nazi collaborator who helped confiscate property from Jews.",1
Veterans Affairs medical center planned in Cape Girardeau.,0
Breast cancer screening test may find disease when mammograms miss,1
"""Adhering a strip of medical tape at the top of a face mask will prevent glasses from fogging up """"for hours.""",1
We have a higher rate of tested lead in people in Cleveland than in Flint.,0
The Obama administration has ordered $1 billion worth of 'disposable coffins' for use with 'FEMA camps.',1
"""John Thomaides Says the Austin metro region """"will lead"""" the nation """"with population growth over 50%"""" over the next 30 years.""",0
"""Ted Cruz Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey """"we are coming because we’ve been promised amnesty.""",1
A New York City Starbucks outlet charged 9/11 rescue workers $130 for three cases of water.,0
Amazon solicited donations from the public to pay sick leave to contractors and seasonal workers during the COVID-19 pandemic.,0
“Alexandria Ocasio-Cortez votes with President Trump more than Abigail Spanberger does.”,1
"Climate change hits health, yet funds lacking: WHO.",0
New stem cell study promises to heal the heart,1
"""Bill Nelson Says Gov. Rick Scott returned """"$1 million in federal funding that would have helped the state cover the cost of overseeing insurance rates under the new health care law.""",0
 Famed dog whisperer Cesar   Millan died suddenly after suffering a heart attack.    ,1
"""An image """"they"""" keep removing from social media proves a """"canine coronavirus vaccine"""" existed in 2001, and public health officials are lying about there being no vaccine for COVID-19.""",1
"Exclusive: WHO, Congo eye tighter rules for Ebola care over immunity concerns.",0
Drugmaker Lilly plans IPO for part of animal health business.,0
"“As of the last 24 hours this is the protocol regarding masks: Masks should only be used by healthcare workers, caretakers or by people who are sick with symptoms like fever and cough.”",1
"When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.",0
Food industry can help lower cardiovascular diseases by adding little seaweed to products,1
Dangerous jellyfish return to New Jersey river.,0
"""An Ohio ballot issue would address the fact that """"we’ve gone from paying about $100 for Epipens to over $600 ... We don’t have a choice but to pay it and the drug companies know it.""",1
Training children’s bodies to overcome food allergies? Study says it’s possible,0
Vaccine offers new hope for removing precancerous cervical lesions,1
"Arthrokinex Announces IRAPjoint Product, a Non-Drug, Non-Surgical Joint Pain Management Solution Made From Your Own Blood.",1
Study: Stomach banding beats drugs in curing diabetes,0
"NFL lawyer, who claimed Super Bowl is ‘rigged’, found dead.",1
"""Portraits depict Agnes Sorel in the 1400s, exposing her favorite breast and myths about """"modesty.""",1
Blogger Says Mike Pence was caught on a hot mic delivering empty boxes of PPE to a nursing home and pretended they were heavy.,1
Drug a New Treatment Option for Diabetic Eye Disease,1
AP-NORC poll: Majority disapprove of coronavirus protests.,0
"""Charles Francis """"vows to slash funding for parks and open space.""",1
China's hunger for sea cucumbers reaches islands of Sierra Leone.,0
"We had a three-hour debate, no discussion about the national debt, very little about the economy.",0
"Keurig coffee maker users are at risk because the machines are prone to growth of mold, algae, and bacteria.",1
‘Miracle Patient’ Finds New Hope with Breast Cancer Vaccine,1
"""U.S. President Donald Trump called Italy President Sergio Mattarella """"Mozzarella,"""" then lauded an American alliance dating back to ancient Rome.""",1
Immune system therapy shows wider promise against cancer.,0
"Aurora, a beloved polar bear, dies at upstate New York zoo.",0
Vericel stem cell heart failure therapy cuts deaths: study,0
"""I haven't switched my position"""" on the Trans-Pacific Partnership trade deal.""",1
Text messaging program may help pregnant women kick the smoking habit,1
"""Wisconsin Gov. Scott Walker’s """"budget okays disposing of unclaimed pound dogs to university research facilities.""",1
A photograph shows the mouth of an adult suffering from hyperdontia. ,1
Astronauts quarantined ahead of journey to International Space Station.,0
Family of opioid-addicted suspect sues police over her death.,0
STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,1
"""Since 2000, Texas has reduced """"harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.""",1
U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.,1
Calls for universal health care renewed in Rhode Island.,0
On using the Common Core standards for English and math instruction,1
"""Unions did not create"""" the eight-hour work day and the 40-hour work week. """"Henry Ford did.""",1
White House touts coronavirus testing capacity in face of criticism.,0
A woman ate her grandchild after smoking bath salts.,1
"""Ted Cruz Says President Barack Obama """"is the first president we've ever had who thinks he can choose which laws to enforce and which laws to ignore.""",1
Trump administration seeks $2.5 billion in funds to fight coronavirus.,0
Bill targets vaccine misinformation amid measles outbreak.,0
"""Hillary Clinton Says Dontre Hamilton, who was killed during a confrontation with a Milwaukee police officer, was """"unarmed.""",0
Texas mothers are dying during childbirth at the highest rates in the nation.,0
CDC report: STD rates on rise in South Carolina.,0
Statin Drugs May Cut Risk of Colorectal Cancer,1
State health commissioner says emergency funding needed.,0
Milk protein shown to alleviate chemotherapy side effects,1
Rep. Jason Chaffetz is investigating a PBS show instead of President Donald Trump's alleged Russian connections,1
Donald Trump suggested he'd use nuclear weapons against Mexico if they refused to build and pay for a wall.,1
Germany's Merkel goes into quarantine after contact with infected doctor.,0
"A Facebook post accurately depicts a $60 women's self-defense kit, available for sale and sold by a black-owned business.",0
"""Lemons have been proved to """"kill cancer cells"""" and are """"10,000 times stronger than chemotherapy."""" """,1
Roche's Tamiflu for children temporarily in short supply in U.S.,0
"Abbvie to donate $100M for health, housing in Puerto Rico.",0
I don’t understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.,0
" Claims that Milk-Bone brand dog treats contain BPH, a preservative allegedly known to cause cancer, have gone viral. ",1
“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,1
Science Says: Tiny ‘water bears’ can teach us about survival.,0
Resveratrol impacts Alzheimer's disease biomarker,0
"""Marijuana today is """"genetically modified,"""" with THC levels that """"far surpass the marijuana"""" of the 1970s.""",0
On applying prosecutorial discretion to immigration cases.,1
A meme contains accurate information about the founders of Papa John's (John Schnatter) and Little Caesar's (Mike Ilitch) respectively.,1
EU opens probe into fake coronavirus-related products.,0
High hopes & hype for experimental depression drug ketamine,0
Delaware researchers examine cancer’s effect on siblings.,0
New drug combo improves survival of women with rare uterine cancer,1
Eating alligator in New Orleans will help save the wetlands of Louisiana.,1
Swine fever outbreak may bury China's small pig farmers.,0
Congo officials say 2nd Ebola case confirmed in city of Goma.,0
No Good Evidence That Folk Remedies Ease Colic,0
New implant addresses hearing loss caused by inner-ear damage,1
"Low-Salt Diet Ineffective, Study Finds. Disagreement Abounds.",0
"""Image shows a """"letter from HR"""" (human resources), essentially threatening a company employee to purchase a new vehicle or face workplace discipline.""",1
"Nobel laureate Tutu celebrates 85th birthday, giving thanks.",0
Nut consumption may aid colon cancer survival,1
Simple mineral could be cure for complex disease,1
Historic Discovery Promises to Prevent Miscarriages and Birth Defects Globally,1
Microwaving fabric masks is a good way to sanitize them for reuse.,1
The No. 1 cause of childhood deaths is preventable accidents.,0
Scans don’t prevent lung cancer deaths,0
Pfizer unit Meridian under civil investigation by U.S. Attorney.,0
"""El Paso, Texas, used to have extremely high rates of violent crime,"""" but """"immediately"""" after a wall was built it became """"one of the safest cities in our country.""",1
Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.,0
Coronavirus could cause upheaval across Middle East - Red Cross.,0
Many Canadian aboriginals see no compromise on oil sands pipeline.,0
UK nerve agent survivor fears poison will soon kill him.,0
Chipotle's 2015 outbreaks of foodborne illness were the work of pro-GMO bioterrorists.,1
Vaping-related illness confirmed in Seattle’s King County.,0
Palliative care can help cancer patients live longer,0
Prostate patients protest FDA,1
"After Ebola, Liberians slowly embrace mental health care.",0
Measles vaccines are less effective than previously believed and the   patient zero measles carrier in the Disneyland measles outbreak may have   been immunized against measles. ,1
US debuts childhood-lead plan that critics say falls short.,0
Cross talk: Federal agencies clash on cellphone cancer risk.,0
"""Thirteen Democratic senators """"voted against cheaper medicines"""" and took millions from """"big pharma since 2011.""",1
Poland expects sharp rise in coronavirus cases.,0
"4,300 more staff employed in mental health trusts since 2013.",1
Tech investor gets five towns to join social-health experiment.,0
New Mexico to bolster Medicaid spending on mental health.,0
Swiss tap pharmaceutical reserves as coronavirus deaths rise.,0
Oakland County health officials confirm rabies in pet cat.,0
A rural hospital in Missouri closes every 8 months. The legislature’s failure to expand Medicaid has brought crisis to many of Missouri’s rural health care providers.,1
The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.,0
Scorpion venom component can reduce severity of rheumatoid arthritis,1
"In late September 2020, the U.S. Department of Agriculture distributed millions of federally funded aid boxes that included a letter from President Donald Trump crediting his administration for their distribution.",0
Spinal fluid proteins can help diagnose Alzheimer’s,1
Veronica Escobar Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”,0
"94 deaths from plague in Madagascar, UN health agency says.",0
Scientists back brain drugs for healthy people,1
"""Georgia's U.S. senators voted for legislation that would """"gut clean air protections and increase oil dependence.""",1
Germany confirms case of H5N8 bird flu in poultry farm.,0
Facebook post Says Democratic leaders aren’t wearing masks or social distancing in private,1
Adult swaddling therapy fad hits Tokyo.,0
Medical First: Brain tumor breached with ultrasound,1
"""A meme shows a number of Soviet """"Space Race"""" firsts, achievements of which many Americans are unaware.""",1
"As virus explodes, world races to mask up.",0
 eRumor stating that Joe Biden will make an   announcement that owing to health problems that he will step down as the   Vice Presidential candidate and name Hillary Clinton as his replacement.   ,1
"A Harvard Study showed that Tibetan Monks can significantly raise the temperature of their fingers, toes and other extremities through meditation alone.",0
People think AIDS is done -- it’s not done.,0
"Study adds evidence that bone drugs work, are safe",0
"As of June 2019, the United States was ranked as having the cleanest air in the world. ",1
Ted Cruz tried to ban dildoes while serving as solicitor general of Texas.,1
'Unprecedented' mental health issues seen in Hong Kong amid virus fears.,0
FDA allows marketing of cooling cap to reduce hair loss during chemotherapy,1
3 flu-related deaths reported in Connecticut.,0
Testing urged for students exposed to tuberculosis case.,0
"On home health workers’ low pay and limited benefits, “40% are still on SNAP or Medicaid.”",0
Number of coronavirus intensive care patients in Italy drops for first time.,0
"""A photograph of a sneaker renders in pink and white or gray and green depending on whether you're """"left-brained"""" or """"right brained.""",1
"In late 2018 or early 2019, a pattern of druggings and abductions took place in Arizona and Texas whereby human traffickers used breath mints",1
